AlertID,Attack,RiskScore,Priority,MITRE_Technique,Timestamp
76,BENIGN,10,Low,Unknown,2026-03-08 11:31:54
77,BENIGN,10,Low,Unknown,2026-03-08 11:31:56
78,BENIGN,10,Low,Unknown,2026-03-08 11:31:58
79,Bot,70,High,Command and Control,2026-03-08 11:32:00
80,Phishing Attempt,81,High,Initial Access,2026-03-08 11:32:02
81,BENIGN,10,Low,Unknown,2026-03-08 11:32:05
82,DoS Slowhttptest,80,High,Unknown,2026-03-08 11:32:07
83,BENIGN,10,Low,Unknown,2026-03-08 11:32:09
84,BENIGN,10,Low,Unknown,2026-03-08 11:32:11
85,BENIGN,10,Low,Unknown,2026-03-08 11:32:13
86,Data Exfiltration,90,Critical,Exfiltration,2026-03-08 11:32:15
87,Privilege Escalation,72,High,Privilege Escalation,2026-03-08 11:32:17
88,BENIGN,10,Low,Unknown,2026-03-08 11:32:20
89,Ransomware Activity,78,High,Impact,2026-03-08 11:32:22
90,PortScan,50,Medium,Reconnaissance,2026-03-08 11:32:24
91,Privilege Escalation,73,High,Privilege Escalation,2026-03-08 11:32:26
92,BENIGN,10,Low,Unknown,2026-03-08 11:32:28
93,DoS Hulk,85,High,Unknown,2026-03-08 11:32:30
94,BENIGN,10,Low,Unknown,2026-03-08 11:32:32
95,BENIGN,10,Low,Unknown,2026-03-08 11:32:35
96,Data Exfiltration,86,High,Exfiltration,2026-03-08 11:32:37
97,Ransomware Activity,85,High,Impact,2026-03-08 11:32:39
98,DDoS,90,Critical,Impact,2026-03-08 11:32:41
99,BENIGN,10,Low,Unknown,2026-03-08 11:32:43
100,BENIGN,10,Low,Unknown,2026-03-08 11:32:45
101,BENIGN,10,Low,Unknown,2026-03-08 11:32:47
102,DoS GoldenEye,85,High,Unknown,2026-03-08 11:32:50
103,Data Exfiltration,93,Critical,Exfiltration,2026-03-08 11:32:52
104,BENIGN,10,Low,Unknown,2026-03-08 11:32:54
105,BENIGN,10,Low,Unknown,2026-03-08 11:32:56
106,Data Exfiltration,75,High,Exfiltration,2026-03-08 11:32:58
107,Data Exfiltration,82,High,Exfiltration,2026-03-08 11:33:00
108,BENIGN,10,Low,Unknown,2026-03-08 11:33:02
109,BENIGN,10,Low,Unknown,2026-03-08 11:33:05
110,BENIGN,10,Low,Unknown,2026-03-08 11:33:07
111,BENIGN,10,Low,Unknown,2026-03-08 11:33:09
112,Phishing Attempt,80,High,Initial Access,2026-03-08 11:33:11
113,Malware Beaconing,73,High,Command and Control,2026-03-08 11:33:13
114,Ransomware Activity,77,High,Impact,2026-03-08 11:33:15
115,BENIGN,10,Low,Unknown,2026-03-08 11:33:18
116,Phishing Attempt,81,High,Initial Access,2026-03-08 11:33:20
117,BENIGN,10,Low,Unknown,2026-03-08 11:33:22
118,BENIGN,10,Low,Unknown,2026-03-08 11:33:24
119,BENIGN,10,Low,Unknown,2026-03-08 11:33:26
120,BENIGN,10,Low,Unknown,2026-03-08 11:33:29
121,DDoS,90,Critical,Impact,2026-03-08 11:33:31
122,DDoS,90,Critical,Impact,2026-03-08 11:33:33
123,BENIGN,10,Low,Unknown,2026-03-08 11:33:35
124,Data Exfiltration,71,High,Exfiltration,2026-03-08 11:33:37
125,BENIGN,10,Low,Unknown,2026-03-08 11:33:39
126,BENIGN,10,Low,Unknown,2026-03-08 11:33:42
127,BENIGN,10,Low,Unknown,2026-03-08 11:33:44
128,Privilege Escalation,94,Critical,Privilege Escalation,2026-03-08 11:33:46
129,DDoS,90,Critical,Impact,2026-03-08 11:33:48
130,BENIGN,10,Low,Unknown,2026-03-08 11:33:50
131,BENIGN,10,Low,Unknown,2026-03-08 11:33:52
132,BENIGN,10,Low,Unknown,2026-03-08 11:33:55
133,BENIGN,10,Low,Unknown,2026-03-08 11:33:57
134,BENIGN,10,Low,Unknown,2026-03-08 11:33:59
135,BENIGN,10,Low,Unknown,2026-03-08 11:34:01
136,DoS Hulk,85,High,Unknown,2026-03-08 11:34:03
137,BENIGN,10,Low,Unknown,2026-03-08 11:34:06
138,BENIGN,10,Low,Unknown,2026-03-08 11:34:08
139,DDoS,90,Critical,Impact,2026-03-08 11:34:10
140,BENIGN,10,Low,Unknown,2026-03-08 11:34:12
141,Privilege Escalation,83,High,Privilege Escalation,2026-03-08 11:34:14
142,BENIGN,10,Low,Unknown,2026-03-08 11:34:17
143,BENIGN,10,Low,Unknown,2026-03-08 11:34:19
144,BENIGN,10,Low,Unknown,2026-03-08 11:34:21
145,BENIGN,10,Low,Unknown,2026-03-08 11:34:24
146,BENIGN,10,Low,Unknown,2026-03-08 11:34:26
147,Privilege Escalation,91,Critical,Privilege Escalation,2026-03-08 11:34:28
148,BENIGN,10,Low,Unknown,2026-03-08 11:34:30
149,Data Exfiltration,95,Critical,Exfiltration,2026-03-08 11:34:32
150,BENIGN,10,Low,Unknown,2026-03-08 11:34:34
151,BENIGN,10,Low,Unknown,2026-03-08 11:34:37
152,BENIGN,10,Low,Unknown,2026-03-08 11:34:39
153,BENIGN,10,Low,Unknown,2026-03-08 11:34:41
154,Phishing Attempt,83,High,Initial Access,2026-03-08 11:34:43
155,Malware Beaconing,75,High,Command and Control,2026-03-08 11:34:45
156,BENIGN,10,Low,Unknown,2026-03-08 11:34:47
157,Malware Beaconing,88,High,Command and Control,2026-03-08 11:34:49
158,BENIGN,10,Low,Unknown,2026-03-08 11:34:52
159,BENIGN,10,Low,Unknown,2026-03-08 11:34:54
160,Phishing Attempt,91,Critical,Initial Access,2026-03-08 11:34:56
161,BENIGN,10,Low,Unknown,2026-03-08 11:34:58
162,BENIGN,10,Low,Unknown,2026-03-08 11:35:00
163,BENIGN,10,Low,Unknown,2026-03-08 11:35:02
164,DoS Hulk,85,High,Unknown,2026-03-08 11:35:04
165,BENIGN,10,Low,Unknown,2026-03-08 11:35:07
166,BENIGN,10,Low,Unknown,2026-03-08 11:35:09
167,DoS Hulk,85,High,Unknown,2026-03-08 11:35:11
168,BENIGN,10,Low,Unknown,2026-03-08 11:35:13
169,BENIGN,10,Low,Unknown,2026-03-08 11:35:15
170,BENIGN,10,Low,Unknown,2026-03-08 11:35:17
171,BENIGN,10,Low,Unknown,2026-03-08 11:35:20
172,BENIGN,10,Low,Unknown,2026-03-08 11:35:22
173,DDoS,90,Critical,Impact,2026-03-08 11:35:24
174,Malware Beaconing,88,High,Command and Control,2026-03-08 11:35:26
175,Ransomware Activity,76,High,Impact,2026-03-08 11:35:28
176,Malware Beaconing,78,High,Command and Control,2026-03-08 11:35:30
177,BENIGN,10,Low,Unknown,2026-03-08 11:35:32
178,Malware Beaconing,90,Critical,Command and Control,2026-03-08 11:35:34
179,Phishing Attempt,77,High,Initial Access,2026-03-08 11:35:36
180,BENIGN,10,Low,Unknown,2026-03-08 11:35:39
181,Malware Beaconing,72,High,Command and Control,2026-03-08 11:35:41
182,PortScan,50,Medium,Reconnaissance,2026-03-08 11:35:43
183,BENIGN,10,Low,Unknown,2026-03-08 11:35:45
184,Data Exfiltration,94,Critical,Exfiltration,2026-03-08 11:35:47
185,BENIGN,10,Low,Unknown,2026-03-08 11:35:49
186,BENIGN,10,Low,Unknown,2026-03-08 11:35:52
187,DoS Hulk,85,High,Unknown,2026-03-08 11:35:54
188,BENIGN,10,Low,Unknown,2026-03-08 11:35:56
189,BENIGN,10,Low,Unknown,2026-03-08 11:35:59
190,BENIGN,10,Low,Unknown,2026-03-08 11:36:01
191,Malware Beaconing,93,Critical,Command and Control,2026-03-08 11:36:03
192,Malware Beaconing,84,High,Command and Control,2026-03-08 11:36:05
193,BENIGN,10,Low,Unknown,2026-03-08 11:36:07
194,BENIGN,10,Low,Unknown,2026-03-08 11:36:09
195,BENIGN,10,Low,Unknown,2026-03-08 11:36:12
196,Privilege Escalation,76,High,Privilege Escalation,2026-03-08 11:36:14
197,BENIGN,10,Low,Unknown,2026-03-08 11:36:16
198,Malware Beaconing,80,High,Command and Control,2026-03-08 11:36:18
199,BENIGN,10,Low,Unknown,2026-03-08 11:36:20
200,Ransomware Activity,95,Critical,Impact,2026-03-08 11:36:22
201,BENIGN,10,Low,Unknown,2026-03-08 11:36:24
202,BENIGN,10,Low,Unknown,2026-03-08 11:36:27
203,Ransomware Activity,71,High,Impact,2026-03-08 11:36:29
204,BENIGN,10,Low,Unknown,2026-03-08 11:36:31
205,Phishing Attempt,90,Critical,Initial Access,2026-03-08 11:36:33
206,DDoS,90,Critical,Impact,2026-03-08 11:36:35
207,BENIGN,10,Low,Unknown,2026-03-08 11:36:37
208,BENIGN,10,Low,Unknown,2026-03-08 11:36:39
209,BENIGN,10,Low,Unknown,2026-03-08 11:36:42
210,BENIGN,10,Low,Unknown,2026-03-08 11:36:44
211,DDoS,90,Critical,Impact,2026-03-08 11:36:46
212,Malware Beaconing,73,High,Command and Control,2026-03-08 11:36:48
213,Phishing Attempt,70,High,Initial Access,2026-03-08 11:36:50
214,Phishing Attempt,91,Critical,Initial Access,2026-03-08 11:36:52
215,BENIGN,10,Low,Unknown,2026-03-08 11:36:54
216,Privilege Escalation,93,Critical,Privilege Escalation,2026-03-08 11:36:56
217,BENIGN,10,Low,Unknown,2026-03-08 11:36:58
218,Malware Beaconing,75,High,Command and Control,2026-03-08 11:37:00
219,BENIGN,10,Low,Unknown,2026-03-08 11:37:03
220,BENIGN,10,Low,Unknown,2026-03-08 11:37:05
221,Malware Beaconing,82,High,Command and Control,2026-03-08 11:37:07
222,BENIGN,10,Low,Unknown,2026-03-08 11:37:09
223,BENIGN,10,Low,Unknown,2026-03-08 11:37:11
224,BENIGN,10,Low,Unknown,2026-03-08 11:37:13
225,BENIGN,10,Low,Unknown,2026-03-08 11:37:15
226,BENIGN,10,Low,Unknown,2026-03-08 11:37:18
227,BENIGN,10,Low,Unknown,2026-03-08 11:37:20
228,PortScan,50,Medium,Reconnaissance,2026-03-08 11:37:22
229,BENIGN,10,Low,Unknown,2026-03-08 11:37:24
230,Ransomware Activity,75,High,Impact,2026-03-08 11:37:26
231,BENIGN,10,Low,Unknown,2026-03-08 11:37:28
232,Malware Beaconing,84,High,Command and Control,2026-03-08 11:37:30
233,Ransomware Activity,91,Critical,Impact,2026-03-08 11:37:32
234,Phishing Attempt,83,High,Initial Access,2026-03-08 11:37:34
235,BENIGN,10,Low,Unknown,2026-03-08 11:37:36
236,BENIGN,10,Low,Unknown,2026-03-08 11:37:39
237,Data Exfiltration,92,Critical,Exfiltration,2026-03-08 11:37:41
238,BENIGN,10,Low,Unknown,2026-03-08 11:37:43
239,BENIGN,10,Low,Unknown,2026-03-08 11:37:45
240,Phishing Attempt,76,High,Initial Access,2026-03-08 11:37:47
241,BENIGN,10,Low,Unknown,2026-03-08 11:37:49
242,BENIGN,10,Low,Unknown,2026-03-08 11:37:51
243,BENIGN,10,Low,Unknown,2026-03-08 11:37:54
244,BENIGN,10,Low,Unknown,2026-03-08 11:37:56
245,BENIGN,10,Low,Unknown,2026-03-08 11:37:58
246,Data Exfiltration,78,High,Exfiltration,2026-03-08 11:38:00
247,BENIGN,10,Low,Unknown,2026-03-08 11:38:02
248,BENIGN,10,Low,Unknown,2026-03-08 11:38:04
249,Data Exfiltration,89,High,Exfiltration,2026-03-08 11:38:06
250,BENIGN,10,Low,Unknown,2026-03-08 11:38:09
251,BENIGN,10,Low,Unknown,2026-03-08 11:38:11
252,PortScan,50,Medium,Reconnaissance,2026-03-08 11:38:13
253,BENIGN,10,Low,Unknown,2026-03-08 11:38:15
254,Malware Beaconing,81,High,Command and Control,2026-03-08 11:38:17
255,BENIGN,10,Low,Unknown,2026-03-08 11:38:19
256,Bot,70,High,Command and Control,2026-03-08 11:38:22
257,Data Exfiltration,88,High,Exfiltration,2026-03-08 11:38:24
258,BENIGN,10,Low,Unknown,2026-03-08 11:38:26
259,Phishing Attempt,91,Critical,Initial Access,2026-03-08 11:38:28
260,Malware Beaconing,73,High,Command and Control,2026-03-08 11:38:30
261,BENIGN,10,Low,Unknown,2026-03-08 11:38:32
262,BENIGN,10,Low,Unknown,2026-03-08 11:38:34
263,Ransomware Activity,82,High,Impact,2026-03-08 11:38:36
264,BENIGN,10,Low,Unknown,2026-03-08 11:38:38
265,Privilege Escalation,76,High,Privilege Escalation,2026-03-08 11:38:40
266,Data Exfiltration,87,High,Exfiltration,2026-03-08 11:38:42
267,Ransomware Activity,91,Critical,Impact,2026-03-08 11:38:44
268,BENIGN,10,Low,Unknown,2026-03-08 11:38:47
269,BENIGN,10,Low,Unknown,2026-03-08 11:38:49
270,BENIGN,10,Low,Unknown,2026-03-08 11:38:51
271,Data Exfiltration,83,High,Exfiltration,2026-03-08 11:38:53
272,BENIGN,10,Low,Unknown,2026-03-08 11:38:55
273,BENIGN,10,Low,Unknown,2026-03-08 11:38:57
274,BENIGN,10,Low,Unknown,2026-03-08 11:39:00
275,DDoS,90,Critical,Impact,2026-03-08 11:39:02
276,BENIGN,10,Low,Unknown,2026-03-08 11:39:04
277,BENIGN,10,Low,Unknown,2026-03-08 11:39:06
278,BENIGN,10,Low,Unknown,2026-03-08 11:39:09
279,Ransomware Activity,75,High,Impact,2026-03-08 11:39:11
280,BENIGN,10,Low,Unknown,2026-03-08 11:39:13
281,Phishing Attempt,74,High,Initial Access,2026-03-08 11:39:15
282,BENIGN,10,Low,Unknown,2026-03-08 11:39:17
283,BENIGN,10,Low,Unknown,2026-03-08 11:39:20
284,BENIGN,10,Low,Unknown,2026-03-08 11:39:22
285,BENIGN,10,Low,Unknown,2026-03-08 11:39:24
286,BENIGN,10,Low,Unknown,2026-03-08 11:39:26
287,Data Exfiltration,94,Critical,Exfiltration,2026-03-08 11:39:28
288,DoS Hulk,85,High,Unknown,2026-03-08 11:39:31
289,Phishing Attempt,87,High,Initial Access,2026-03-08 11:39:33
290,Ransomware Activity,76,High,Impact,2026-03-08 11:39:35
291,BENIGN,10,Low,Unknown,2026-03-08 11:39:37
292,BENIGN,10,Low,Unknown,2026-03-08 11:39:39
293,DoS Hulk,85,High,Unknown,2026-03-08 11:39:41
294,PortScan,50,Medium,Reconnaissance,2026-03-08 11:39:43
295,DoS Hulk,85,High,Unknown,2026-03-08 11:39:46
296,Privilege Escalation,86,High,Privilege Escalation,2026-03-08 11:39:48
297,BENIGN,10,Low,Unknown,2026-03-08 11:39:50
298,Malware Beaconing,85,High,Command and Control,2026-03-08 11:39:52
299,BENIGN,10,Low,Unknown,2026-03-08 11:39:54
300,BENIGN,10,Low,Unknown,2026-03-08 11:39:56
301,BENIGN,10,Low,Unknown,2026-03-08 11:39:58
302,BENIGN,10,Low,Unknown,2026-03-08 11:40:01
303,Data Exfiltration,75,High,Exfiltration,2026-03-08 11:40:03
304,BENIGN,10,Low,Unknown,2026-03-08 11:40:05
305,BENIGN,10,Low,Unknown,2026-03-08 11:40:07
306,Data Exfiltration,94,Critical,Exfiltration,2026-03-08 11:40:09
307,BENIGN,10,Low,Unknown,2026-03-08 11:40:11
308,DoS Hulk,85,High,Unknown,2026-03-08 11:40:13
309,Data Exfiltration,78,High,Exfiltration,2026-03-08 11:40:15
310,BENIGN,10,Low,Unknown,2026-03-08 11:40:18
311,BENIGN,10,Low,Unknown,2026-03-08 11:40:20
312,DoS Hulk,85,High,Unknown,2026-03-08 11:40:22
313,BENIGN,10,Low,Unknown,2026-03-08 11:40:25
314,BENIGN,10,Low,Unknown,2026-03-08 11:40:27
315,BENIGN,10,Low,Unknown,2026-03-08 11:40:29
316,PortScan,50,Medium,Reconnaissance,2026-03-08 11:40:31
317,BENIGN,10,Low,Unknown,2026-03-08 11:40:34
318,BENIGN,10,Low,Unknown,2026-03-08 11:40:36
319,Phishing Attempt,71,High,Initial Access,2026-03-08 11:40:38
320,DoS Hulk,85,High,Unknown,2026-03-08 11:40:40
321,Phishing Attempt,78,High,Initial Access,2026-03-08 11:40:42
322,Malware Beaconing,70,High,Command and Control,2026-03-08 11:40:44
323,BENIGN,10,Low,Unknown,2026-03-08 11:40:47
324,Data Exfiltration,93,Critical,Exfiltration,2026-03-08 11:40:49
325,BENIGN,10,Low,Unknown,2026-03-08 11:40:51
326,PortScan,50,Medium,Reconnaissance,2026-03-08 11:40:53
327,BENIGN,10,Low,Unknown,2026-03-08 11:40:55
328,Phishing Attempt,82,High,Initial Access,2026-03-08 11:40:57
329,Privilege Escalation,77,High,Privilege Escalation,2026-03-08 11:40:59
330,BENIGN,10,Low,Unknown,2026-03-08 11:41:02
331,BENIGN,10,Low,Unknown,2026-03-08 11:41:04
332,BENIGN,10,Low,Unknown,2026-03-08 11:41:06
333,Ransomware Activity,92,Critical,Impact,2026-03-08 11:41:08
334,BENIGN,10,Low,Unknown,2026-03-08 11:41:11
335,Privilege Escalation,82,High,Privilege Escalation,2026-03-08 11:41:13
336,BENIGN,10,Low,Unknown,2026-03-08 11:41:15
337,BENIGN,10,Low,Unknown,2026-03-08 11:41:17
338,BENIGN,10,Low,Unknown,2026-03-08 11:41:19
339,BENIGN,10,Low,Unknown,2026-03-08 11:41:22
340,Privilege Escalation,89,High,Privilege Escalation,2026-03-08 11:41:24
341,Data Exfiltration,84,High,Exfiltration,2026-03-08 11:41:26
342,Ransomware Activity,85,High,Impact,2026-03-08 11:41:28
343,DoS Hulk,85,High,Unknown,2026-03-08 11:41:30
344,BENIGN,10,Low,Unknown,2026-03-08 11:41:32
345,BENIGN,10,Low,Unknown,2026-03-08 11:41:35
346,Phishing Attempt,76,High,Initial Access,2026-03-08 11:41:37
347,DDoS,90,Critical,Impact,2026-03-08 11:45:09
348,BENIGN,10,Low,Unknown,2026-03-08 11:45:12
349,Malware Beaconing,80,High,Command and Control,2026-03-08 11:45:14
350,BENIGN,10,Low,Unknown,2026-03-08 11:45:16
351,DoS GoldenEye,85,High,Unknown,2026-03-08 11:45:18
352,DDoS,90,Critical,Impact,2026-03-08 11:45:21
353,Malware Beaconing,95,Critical,Command and Control,2026-03-08 11:45:23
354,BENIGN,10,Low,Unknown,2026-03-08 11:45:25
355,Phishing Attempt,79,High,Initial Access,2026-03-08 11:45:27
356,BENIGN,10,Low,Unknown,2026-03-08 11:45:29
357,BENIGN,10,Low,Unknown,2026-03-08 11:45:31
358,BENIGN,10,Low,Unknown,2026-03-08 11:45:34
359,Privilege Escalation,88,High,Privilege Escalation,2026-03-08 11:45:36
360,BENIGN,10,Low,Unknown,2026-03-08 11:45:38
361,BENIGN,10,Low,Unknown,2026-03-08 11:45:40
362,BENIGN,10,Low,Unknown,2026-03-08 11:45:43
363,Ransomware Activity,81,High,Impact,2026-03-08 11:45:45
364,DoS Hulk,85,High,Unknown,2026-03-08 11:45:47
365,BENIGN,10,Low,Unknown,2026-03-08 11:45:49
366,Malware Beaconing,91,Critical,Command and Control,2026-03-08 11:45:51
367,BENIGN,10,Low,Unknown,2026-03-08 11:45:53
368,BENIGN,10,Low,Unknown,2026-03-08 11:45:56
369,Data Exfiltration,87,High,Exfiltration,2026-03-08 11:45:58
370,Data Exfiltration,82,High,Exfiltration,2026-03-08 11:46:00
371,BENIGN,10,Low,Unknown,2026-03-08 11:46:02
372,BENIGN,10,Low,Unknown,2026-03-08 11:46:04
373,BENIGN,10,Low,Unknown,2026-03-08 11:46:06
374,BENIGN,10,Low,Unknown,2026-03-08 11:46:08
375,BENIGN,10,Low,Unknown,2026-03-08 11:46:11
376,Ransomware Activity,80,High,Impact,2026-03-08 11:46:13
377,DoS Hulk,85,High,Unknown,2026-03-08 11:46:15
378,BENIGN,10,Low,Unknown,2026-03-08 11:46:17
379,BENIGN,10,Low,Unknown,2026-03-08 11:46:19
380,Privilege Escalation,95,Critical,Privilege Escalation,2026-03-08 11:46:21
381,BENIGN,10,Low,Unknown,2026-03-08 11:46:24
382,BENIGN,10,Low,Unknown,2026-03-08 11:46:26
383,PortScan,50,Medium,Reconnaissance,2026-03-08 11:46:28
384,Ransomware Activity,82,High,Impact,2026-03-08 11:46:30
385,BENIGN,10,Low,Unknown,2026-03-08 11:46:32
386,Data Exfiltration,73,High,Exfiltration,2026-03-08 11:46:34
387,DoS Hulk,85,High,Unknown,2026-03-08 11:46:36
388,BENIGN,10,Low,Unknown,2026-03-08 11:46:38
389,Malware Beaconing,88,High,Command and Control,2026-03-08 11:46:40
390,Malware Beaconing,84,High,Command and Control,2026-03-08 11:46:42
391,BENIGN,10,Low,Unknown,2026-03-08 11:46:45
392,BENIGN,10,Low,Unknown,2026-03-08 11:46:47
393,BENIGN,10,Low,Unknown,2026-03-08 11:46:49
394,BENIGN,10,Low,Unknown,2026-03-08 11:46:51
395,DDoS,90,Critical,Impact,2026-03-08 11:46:53
396,Phishing Attempt,76,High,Initial Access,2026-03-08 11:46:55
397,BENIGN,10,Low,Unknown,2026-03-08 11:46:57
398,Phishing Attempt,92,Critical,Initial Access,2026-03-08 11:46:59
399,BENIGN,10,Low,Unknown,2026-03-08 11:47:01
400,BENIGN,10,Low,Unknown,2026-03-08 11:47:04
401,BENIGN,10,Low,Unknown,2026-03-08 11:47:06
402,BENIGN,10,Low,Unknown,2026-03-08 11:47:08
403,BENIGN,10,Low,Unknown,2026-03-08 11:47:11
404,Privilege Escalation,95,Critical,Privilege Escalation,2026-03-08 11:47:13
405,BENIGN,10,Low,Unknown,2026-03-08 11:47:15
406,BENIGN,10,Low,Unknown,2026-03-08 11:47:17
407,BENIGN,10,Low,Unknown,2026-03-08 11:47:19
1,BENIGN,10,Low,Unknown,2026-03-08 12:15:05
2,BENIGN,10,Low,Unknown,2026-03-08 12:15:07
3,BENIGN,10,Low,Unknown,2026-03-08 12:15:09
4,BENIGN,10,Low,Unknown,2026-03-08 12:15:11
5,Data Exfiltration,85,High,Exfiltration,2026-03-08 12:15:13
6,BENIGN,10,Low,Unknown,2026-03-08 12:15:15
7,DDoS,90,Critical,Impact,2026-03-08 12:15:18
8,Ransomware Activity,80,High,Impact,2026-03-08 12:15:20
9,BENIGN,10,Low,Unknown,2026-03-08 12:15:22
10,BENIGN,10,Low,Unknown,2026-03-08 12:15:24
11,Data Exfiltration,79,High,Exfiltration,2026-03-08 12:15:26
12,Data Exfiltration,95,Critical,Exfiltration,2026-03-08 12:15:28
13,BENIGN,10,Low,Unknown,2026-03-08 12:15:30
14,BENIGN,10,Low,Unknown,2026-03-08 12:15:33
15,DDoS,90,Critical,Impact,2026-03-08 12:15:35
16,BENIGN,10,Low,Unknown,2026-03-08 12:15:37
17,Data Exfiltration,86,High,Exfiltration,2026-03-08 12:15:39
18,BENIGN,10,Low,Unknown,2026-03-08 12:15:41
19,DoS Hulk,85,High,Unknown,2026-03-08 12:15:43
20,BENIGN,10,Low,Unknown,2026-03-08 12:15:45
21,DoS Hulk,85,High,Unknown,2026-03-08 12:15:47
22,BENIGN,10,Low,Unknown,2026-03-08 12:15:50
23,Ransomware Activity,95,Critical,Impact,2026-03-08 12:15:52
24,BENIGN,10,Low,Unknown,2026-03-08 12:15:54
25,BENIGN,10,Low,Unknown,2026-03-08 12:15:56
26,BENIGN,10,Low,Unknown,2026-03-08 12:15:59
27,BENIGN,10,Low,Unknown,2026-03-08 12:16:01
28,Malware Beaconing,78,High,Command and Control,2026-03-08 12:16:03
29,Ransomware Activity,93,Critical,Impact,2026-03-08 12:16:05
30,Malware Beaconing,76,High,Command and Control,2026-03-08 12:16:07
31,Phishing Attempt,92,Critical,Initial Access,2026-03-08 12:16:09
32,Privilege Escalation,89,High,Privilege Escalation,2026-03-08 12:16:11
33,Ransomware Activity,70,High,Impact,2026-03-08 12:16:13
34,Ransomware Activity,81,High,Impact,2026-03-08 12:16:15
35,BENIGN,10,Low,Unknown,2026-03-08 12:16:17
36,BENIGN,10,Low,Unknown,2026-03-08 12:16:19
37,BENIGN,10,Low,Unknown,2026-03-08 12:16:21
38,Ransomware Activity,85,High,Impact,2026-03-08 12:16:24
39,BENIGN,10,Low,Unknown,2026-03-08 12:16:26
40,Ransomware Activity,93,Critical,Impact,2026-03-08 12:16:28
41,BENIGN,10,Low,Unknown,2026-03-08 12:16:30
42,BENIGN,10,Low,Unknown,2026-03-08 12:16:32
43,BENIGN,10,Low,Unknown,2026-03-08 12:16:34
44,BENIGN,10,Low,Unknown,2026-03-08 12:16:37
45,BENIGN,10,Low,Unknown,2026-03-08 12:16:39
46,BENIGN,10,Low,Unknown,2026-03-08 12:16:41
47,BENIGN,10,Low,Unknown,2026-03-08 12:16:43
48,Ransomware Activity,75,High,Impact,2026-03-08 12:16:45
49,BENIGN,10,Low,Unknown,2026-03-08 12:16:47
50,BENIGN,10,Low,Unknown,2026-03-08 12:16:50
51,BENIGN,10,Low,Unknown,2026-03-08 12:16:52
52,Ransomware Activity,76,High,Impact,2026-03-08 12:16:54
53,BENIGN,10,Low,Unknown,2026-03-08 12:16:56
54,BENIGN,10,Low,Unknown,2026-03-08 12:16:58
55,Malware Beaconing,76,High,Command and Control,2026-03-08 12:17:00
56,BENIGN,10,Low,Unknown,2026-03-08 12:17:02
57,BENIGN,10,Low,Unknown,2026-03-08 12:17:05
58,Data Exfiltration,85,High,Exfiltration,2026-03-08 12:17:07
59,Data Exfiltration,94,Critical,Exfiltration,2026-03-08 12:17:09
60,Malware Beaconing,91,Critical,Command and Control,2026-03-08 12:17:11
61,Malware Beaconing,87,High,Command and Control,2026-03-08 12:17:13
62,Malware Beaconing,89,High,Command and Control,2026-03-08 12:17:15
63,DoS GoldenEye,85,High,Unknown,2026-03-08 12:17:17
64,BENIGN,10,Low,Unknown,2026-03-08 12:17:19
65,Data Exfiltration,73,High,Exfiltration,2026-03-08 12:17:21
66,BENIGN,10,Low,Unknown,2026-03-08 12:17:23
67,Privilege Escalation,86,High,Privilege Escalation,2026-03-08 12:17:25
68,BENIGN,10,Low,Unknown,2026-03-08 12:17:27
69,BENIGN,10,Low,Unknown,2026-03-08 12:17:30
70,BENIGN,10,Low,Unknown,2026-03-08 12:17:32
71,BENIGN,10,Low,Unknown,2026-03-08 12:17:34
72,BENIGN,10,Low,Unknown,2026-03-08 12:17:36
73,Privilege Escalation,76,High,Privilege Escalation,2026-03-08 12:17:38
74,BENIGN,10,Low,Unknown,2026-03-08 12:17:40
75,BENIGN,10,Low,Unknown,2026-03-08 12:17:43
76,Malware Beaconing,76,High,Command and Control,2026-03-08 12:17:45
77,BENIGN,10,Low,Unknown,2026-03-08 12:17:47
78,Privilege Escalation,77,High,Privilege Escalation,2026-03-08 12:17:49
79,BENIGN,10,Low,Unknown,2026-03-08 12:17:51
80,BENIGN,10,Low,Unknown,2026-03-08 12:17:53
81,Privilege Escalation,79,High,Privilege Escalation,2026-03-08 12:17:55
82,BENIGN,10,Low,Unknown,2026-03-08 12:17:57
83,BENIGN,10,Low,Unknown,2026-03-08 12:18:00
84,Phishing Attempt,74,High,Initial Access,2026-03-08 12:18:02
85,BENIGN,10,Low,Unknown,2026-03-08 12:18:04
86,BENIGN,10,Low,Unknown,2026-03-08 12:18:06
87,DDoS,90,Critical,Impact,2026-03-08 12:18:08
88,DoS Hulk,85,High,Unknown,2026-03-08 12:18:10
89,Phishing Attempt,84,High,Initial Access,2026-03-08 12:18:12
90,BENIGN,10,Low,Unknown,2026-03-08 12:18:14
91,BENIGN,10,Low,Unknown,2026-03-08 12:18:17
92,BENIGN,10,Low,Unknown,2026-03-08 12:18:19
93,PortScan,50,Medium,Reconnaissance,2026-03-08 12:18:21
94,BENIGN,10,Low,Unknown,2026-03-08 12:18:23
95,DoS Hulk,85,High,Unknown,2026-03-08 12:18:25
96,DoS Hulk,85,High,Unknown,2026-03-08 12:18:28
97,BENIGN,10,Low,Unknown,2026-03-08 12:18:30
98,Malware Beaconing,89,High,Command and Control,2026-03-08 12:18:32
99,BENIGN,10,Low,Unknown,2026-03-08 12:18:34
100,Privilege Escalation,80,High,Privilege Escalation,2026-03-08 12:18:36
